sentence,labels
"The White House issued a response to the New York Times , trotting out weak , largely debunked justifications for criminalization , focusing on marijuana ’s supposed social ills .",['COMMUNITY/SOCIATAL_EFFECTS']
"But those problems are solvable , and would have long been dealt with had we as a nation not clung to the decision to make marijuana production and use a federal crime .",['OTHER']
Do we really want to endorse the loss of millions more potentially productive Americans via Marijuana ?,['HEALTH/PSYCHOLOGICAL_EFFECTS']
Around 40 % of Americans have already admitted to using marijuana .,['OTHER']
"“ After three decades , criminalization has not affected general usage ; about 30 million Americans use marijuana every year , ” the Times points out .",['COMMUNITY/SOCIATAL_EFFECTS']
"Teen marijuana use has fallen slightly over the past five years , at a time when four states and the District of Columbia have legalized marijuana and 23 others allow medical use .","['CHILD_AND_TEEN_SAFETY', 'MEDICAL_MARIJUANA']"
"There is already some early evidence that regulation would also help combat teen marijuana use , which fell after Colorado began broadly regulating medical marijuana in 2010 . ”","['CHILD_AND_TEEN_SAFETY', 'MEDICAL_MARIJUANA']"
"We need to provide a much better prevention and treatment infrastructure , which expanded access to marijuana and increasing teenage use will require .",['CHILD_AND_TEEN_SAFETY']
Keeping marijuana illegal will undoubtedly keep many young people from using it .,['CHILD_AND_TEEN_SAFETY']
Marijuana ’s illegal status “ keeps potential drug users from using ” marijuana in a way that no legalization scheme can replicate “ by virtue of the fear of arrest and the embarrassment of being caught . ”,['COMMUNITY/SOCIATAL_EFFECTS']
"“ By keeping marijuana illegal , we ' ve allowed some very dangerous and violent people to make a lot of money . ”",['ILLEGAL_TRADE']
“ The money spent on government efforts to combat the illegal drug trade can be better spent on substance abuse and treatment for the allegedly few marijuana users who abuse the drug . ”,"['DRUG_ABUSE', 'ILLEGAL_TRADE', 'NATIONAL_BUDGET']"
"Proponents of Question 2 say marijuana prohibition has helped drug cartels , and argue that taxing and regulating it would bring in money for schools and public services .","['NATIONAL_BUDGET', 'ILLEGAL_TRADE']"
"Secondly , the harms of increased addictive drug use , which as previously outlined would be a consequence of legalization and its cheaper prices , far outweigh the current crime harms of prohibition .","['COMMUNITY/SOCIATAL_EFFECTS', 'ADDICTION']"
"The same sort of analysis today would show that the harm caused by drug prohibition far outweighs the harm it prevents , even without taking into account the value to each individual of being sovereign over his own body and mind .","['HARM', 'PERSONAL_FREEDOM']"
"This conclusion becomes more readily apparent when one distinguishes the harms suffered by society and its members directly attributable to the pharmacological effects of drug use upon human behavior , from those harms resulting from policies attempting to eradicate drug use .","['COMMUNITY/SOCIATAL_EFFECTS', 'HEALTH/PSYCHOLOGICAL_EFFECTS', 'DRUG_POLICY']"
"The argument is that drug use is a victimless crime and as such the government has no right to prohibit it or punish drug consumers , much like the government does not forbid overeating , which causes significantly more deaths per year .",['PERSONAL_FREEDOM']
"It is argued that persons should be able to do whatever they want with their bodies , including the recreational use of drugs , as long as they do not harm others .",['PERSONAL_FREEDOM']
Some consider use of the drug as morally wrong .,['COMMUNITY/SOCIATAL_EFFECTS']
"Even if the drug is shown to have harmful effects , it is still the right of every individual to decide what harms him or not .",['PERSONAL_FREEDOM']
"Even if the drug is shown to be harmful , is n't it the right of every person to choose what harms him or her ?",['PERSONAL_FREEDOM']
This is particularly a problem since most people will not directly start abusing the harder drugs that are generally understood to be harmful .,['GATEWAY_DRUG']
It ' s only when you abuse the drug that problems start to occur .,['DRUG_ABUSE']
"If this does not happen , it will be because some nations fail to take the drug issue sufficiently seriously and pursue inadequate policies .",['DRUG_POLICY']
"Now , countries all over the world have licensed the drug for medical purposes , and a few are going still further ( see article ) .",['MEDICAL_MARIJUANA']
"Some in the Legalization Lobby even claim such drugs have medical value , despite the lack of conclusive scientific evidence .",['MEDICAL_MARIJUANA']
Certain states like California have brought initiatives to legalize the drug for at least medicinal purposes .,['MEDICAL_MARIJUANA']
"This is the reason why certain states , such as California , have implemented initiatives for the legalization of the drug for medicinal purposes .",['MEDICAL_MARIJUANA']
There are places in California where it ' s already legal for medicinal purposes .,['MEDICAL_MARIJUANA']
"When it became illegal , its use as a medicine became restricted .",['MEDICAL_MARIJUANA']
in Drug Use Should Be Decriminalized .,['DRUG_POLICY']
The decriminalization of weed would allow more people to use the drug for its believed health benefits .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
It is believed that legalizing recreational weed will cut off a revenue stream for illegal drug traders .,['ILLEGAL_TRADE']
"Now , some people believe that the legalization of weed could be revenue generator in the form of new taxes applied to its sale and distribution .",['NATIONAL_BUDGET']
The legalization of marijuana would create another item that could be taxed .,['NATIONAL_BUDGET']
The argument that we can tax and regulate marijuana and derive income from it is false .,['NATIONAL_BUDGET']
"“ Our group advocates the regulation and taxation of marijuana , the same way we do with alcohol ” he said .","['NATIONAL_BUDGET', 'LEGAL_DRUGS']"
"Legalization advocates claim that marijuana and alcohol are mild intoxicants and so should be regulated similarly ; but as the experience of nearly every culture , over the thousands of years of human history , demonstrates , alcohol is different .","['DRUG_POLICY', 'LEGAL_DRUGS']"
"It has been more than 40 years since Congress passed the current ban on marijuana , inflicting great harm on society just to prohibit a substance far less dangerous than alcohol .",['LEGAL_DRUGS']
"There ' s a reason pot was made illegal in the first place and quite frankly , the only reason alcohol and cigarettes are legal is because they ' re so deeply ingrained in our society that we ca n't get rid of them .",['LEGAL_DRUGS']
"The negative stigma of pot use has certainly made it seem like it ' s worse , and since using the drug is still illegal , the fact that only people who are willing to break the law will smoke has inevitably made it associated with a "" pothead "" culture .",['HARM']
"People who go on to use harder drugs also tend to smoke cigarettes and drink alcohol before trying the other substances plus with with our current stigma on pot only people who are predisposed to being a "" outlaw drug user "" are going to smoke pot .",['LEGAL_DRUGS']
"However , opposition groups have explained this result as due to the fact that marijuana users are forced to purchase from illegal drug dealers , thus increasing their accessibility to ' harder ' drugs .","['GATEWAY_DRUG', 'ILLEGAL_TRADE']"
"The dramatically lower level of marijuana use reflects its illegal status , not its appeal .",['COMMUNITY/SOCIATAL_EFFECTS']
"And it if it works and it turns out that the presence of recreational marijuana makes them a more prosperous state ... well heck , we may just all want to reach out there and grab that .",['NATIONAL_BUDGET']
LARRY WOLK : I think that allows law enforcement and the Department of Revenue to track better and to keep the marijuana here within the state without setting up the potential for importing or exporting .,"['DRUG_POLICY', 'NATIONAL_BUDGET']"
""" We need a safer system of marijuana sales in mass and the best way to do that is make it regulated and taxed and licensed , "" Borghesani said .",['DRUG_POLICY']
"By bringing marijuana into the legitimate business world , you can oversee production and regulate sales .",['DRUG_POLICY']
Every adult who wants to use marijuana is forced to purchase it in an illegal marketplace where there are other illegal products available .,['ILLEGAL_TRADE']
"Because marijuana has no “ currently accepted medical use in treatment in the United States , ” it is a Schedule I drug that can not be bought , sold , possessed , or used without violating federal law .","['DRUG_POLICY', 'MEDICAL_MARIJUANA']"
"Moreover , according to federal laws , marijuana remains an illegal “ Schedule I ” narcotic , which is considered to have “ no valid medical use . ”","['DRUG_POLICY', 'MEDICAL_MARIJUANA']"
"The law conflicted with the Controlled Substances Act , which classifies marijuana as a Schedule I controlled dangerous substance and makes no exception for medical necessity .","['DRUG_POLICY', 'MEDICAL_MARIJUANA']"
"Accordingly , federal law , representing the considered judgment of medical science and the nation ’s two political branches of government , takes the unequivocal position that marijuana is dangerous and has no significant beneficial uses .",['HARM']
"Marijuana advocates claim that federal enforcement of drug laws , particularly in jurisdictions that allow the use of medical marijuana , violates states ’ rights .","['DRUG_POLICY', 'MEDICAL_MARIJUANA']"
A substantial majority of those who say marijuana should be legal ( 78 % ) do not think the federal government should enforce federal laws in states that allow its use .,['DRUG_POLICY']
"Marijuana should stay illegal in the United States because if it is legalized , more people will smoke it , causing negative effects on health and families .","['COMMUNITY/SOCIATAL_EFFECTS', 'HEALTH/PSYCHOLOGICAL_EFFECTS']"
"If marijuana is legalized , people will think smoking marijuana is something we can do every day at anytime , which increases drug use .",['COMMUNITY/SOCIATAL_EFFECTS']
LARRY WOLK : The fact that marijuana is now more pervasive certainly would lead you to think that we ' re going to see more kids have access to marijuana and marijuana products .,['CHILD_AND_TEEN_SAFETY']
"Supporters say marijuana is already available “ nearly everywhere , ” but without protections for children and consumers .",['CHILD_AND_TEEN_SAFETY']
"Despite the growing number of states with some form of medical law , cannabis is still difficult and risky to obtain for millions of people who could benefit from it .","['DRUG_POLICY', 'ILLEGAL_TRADE']"
Current law requires a doctor ’s prescription to procure marijuana ; full legalization would likely spark an even more acute increase in crime .,"['COMMUNITY/SOCIATAL_EFFECTS', 'MEDICAL_MARIJUANA']"
"If the amendment passes you could expect : - Patients with Cancer , Parkinson ’s , MS , ALS , AIDS , and PTSD to be eligible to use marijuana - Doctors would be allowed to prescribe marijuana within nine months .",['MEDICAL_MARIJUANA']
"They point out marijuana would be doled out by budtenders , not medical professionals .",['OTHER']
They say that medical marijuana is a front for drug legalization and recreational use .,['MEDICAL_MARIJUANA']
"If medical marijuana is truly helping , why not legalize it ?",['MEDICAL_MARIJUANA']
Medical marijuana is important to a lot of people .,['MEDICAL_MARIJUANA']
They say marijuana is a helpful medicine .,['MEDICAL_MARIJUANA']
Marijuana is used to alleviate a lot of medical ailments .,['MEDICAL_MARIJUANA']
"Marijuana is often used as a stepping-stone drug , leading to heroin , cocaine , or other harder drugs .",['GATEWAY_DRUG']
A study of drug users in Amsterdam over a 10-year period conducted by Jan van Ours of Tilburg University in the Netherlands concluded that cannabis is not a stepping stone to using cocaine or heroin .,['GATEWAY_DRUG']
"They argue that the Dutch idea of going soft on cannabis dealers , thereby creating a "" separation of markets "" from hard drug dealers has failed to stem the initiation to drugs such as heroin , cocaine , and amphetamines , saying that , in 1998 , the Netherlands had the third highest cannabis and cocaine use in Europe .",['GATEWAY_DRUG']
"According to a 2009 annual report by the European Monitoring Centre for Drugs and Drug Addiction , the Dutch are among the lowest users of marijuana or cannabis in Europe , despite the Netherlands ' policy on soft drugs being one of the most liberal in Europe , allowing for the sale of marijuana at "" coffee shops "" , which the Dutch have allowed to operate for decades , and possession of less than 5 grams ( 0.18 oz ) .","['COMMUNITY/SOCIATAL_EFFECTS', 'DRUG_POLICY']"
"Marijuana advocates often point to the Netherlands as a well-functioning society with a relaxed attitude toward drugs , but they rarely mention that Amsterdam is one of Europe ’s most violent cities .",['COMMUNITY/SOCIATAL_EFFECTS']
Amsterdam is the most famous place across the world that has effectively legalized pot .,['OTHER']
"In Amsterdam , officials are in the process of closing marijuana dispensaries , or “ coffee shops , ” because of the crime associated with their operation .",['COMMUNITY/SOCIATAL_EFFECTS']
The Marijuana Policy Project has called pot “ harmless . ”,['HARM']
"In it , opponents of the initiative to legalize pot in Massachusetts conjure a gray , dystopian world with a pot shop on every corner ( “ Weed world ! ”",['DRUG_POLICY']
"In Massachusetts , one industry in particular has joined forces against the state ’s recreational marijuana proposal .",['OTHER']
It is time to actually start controlling marijuana in Massachusetts through the type of taxed and regulated system that is working well in Colorado and other states .,['DRUG_POLICY']
"Pabon , the Colorado lawmaker , said he and his colleagues carefully studied the issue for months and were able to implement a recreational marijuana program with few major issues , making adjustments along the way as needed .",['OTHER']
"William Huhn , who serves on the council for the group , came armed with a different set of statistics than Pabon , which showed an increase in youth marijuana use in Colorado since marijuana was legalized for recreational use .",['CHILD_AND_TEEN_SAFETY']
"In the American Journal of Public Health , Andrew Golub and Bruce Johnson of the National Development and Research Institute in New York wrote that young people who smoked marijuana in the generations before and after the baby boomers did not appear to be likely to move on to harder drugs .","['CHILD_AND_TEEN_SAFETY', 'GATEWAY_DRUG']"
"The “ gateway ” theory , which assumes adolescents who use marijuana will go on to use harder drugs , has been debunked many times but continues to rear its head in nearly all major drug policy discussions to this day .","['GATEWAY_DRUG', 'DRUG_POLICY']"
"In the sense that marijuana use typically precedes rather than follows initiation of other illicit drug use , it is indeed a “ gateway ” drug .",['GATEWAY_DRUG']
"But because underage smoking and alcohol use typically precede marijuana use , marijuana is not the most common , and is rarely the first , “ gateway ” to illicit drug use .","['GATEWAY_DRUG', 'LEGAL_DRUGS']"
"Not surprisingly , most users of other illicit drugs have used marijuana first .",['GATEWAY_DRUG']
"As Scientific American points out , the studies that show people who use marijuana first before trying other drugs is correlation and not causation .",['GATEWAY_DRUG']
"Most people understand that correlation and causation are not the same thing , but this fact seems lost on many politicians arguing against marijuana reform .",['DRUG_POLICY']
"To equate marijuana use with alcohol consumption is , at best , uninformed and , at worst , actively misleading .",['LEGAL_DRUGS']
"As you can see from a 2010 study published in the Lancet and reported on by the Economist , a team of drug experts in the U.K. assessed the combined harms to others and to the user of marijuana as less than the harms posed by alcohol or tobacco use .","['HARM', 'LEGAL_DRUGS']"
"For example , the National Institute on Drug Abuse ( a division of the National Institutes of Health ) has released studies showing that use of marijuana has wide-ranging negative health effects .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"There are plenty of ways to achieve this goal , including a strong public education effort focused on the negative health effects of marijuana .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"At a time when we ’re concerned about our lack of academic achievement relative to other countries , legalizing marijuana will be disastrous .",['COMMUNITY/SOCIATAL_EFFECTS']
"I think that we have the opportunity through the states that are pursuing recreational marijuana to find out a lot more than we know today ... So , I think we ' re just at the beginning , but I agree completely with the idea that we have got to stop imprisoning people who use marijuana .",['COMMUNITY/SOCIATAL_EFFECTS']
"Anonymous says2013-04-21T18 : 20:30.890 Report Post Marijuana should be legalized because it would save and make the government millions , alcohol and cigarettes are legal and they are way worse than marijuana so what are we waiting for legalize it !","['NATIONAL_BUDGET', 'LEGAL_DRUGS']"
It ' s on Netflix :) Anonymous says2013-04-17T04 : 17:33.267 Report Post Marijuana should be legalized because it ' s a natural herb that relaxes you ... It ' s better than smoking cigarette ' s so why not replace them with it ?,"['HEALTH/PSYCHOLOGICAL_EFFECTS', 'LEGAL_DRUGS']"
"It ' s like life ' s HD button , in my mind smoking cigarettes should be illegal and marijuana should be legal and that ' s that .",['LEGAL_DRUGS']
This Is Why Marijuana Should Be Legal Everywhere,['OTHER']
Why take the risk of legalizing marijuana ?,['OTHER']
Why run the risk of increasing marijuana use among young drivers ?,['DRUG_ABUSE']
Then there is the somewhat conflicting evidence on the dangers of people operating motor vehicles after using marijuana .,['DRUG_ABUSE']
These side effects are why several large studies find that that drivers high on marijuana are three to seven times more likely to be responsible for a car accident .,['DRUG_ABUSE']
"In addition to anecdotal evidence , they cite statistics to show more deaths caused by drunk driving under the influence of alcohol than by drivers under the influence of marijuana , and research which suggests that alcohol is more harmful than all but the most "" dangerous "" drugs .","['HARM', 'DRUG_ABUSE', 'LEGAL_DRUGS']"
One study showed that marijuana was the most prevalent illegal drug found in impaired or fatally injured drivers .,['DRUG_ABUSE']
"In fact , study shows that weed is one of the most prevalent illegal drugs found in fatally injured and impaired drivers .",['DRUG_ABUSE']
"REBUT : Obviously if / when weed becomes legal , it will be illegal to drive high , like Texting , and like drinking , or pills , etc .",['DRUG_ABUSE']
"It ' s funny , Weed makes you mellow out and happy and it ' s illegal .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"But looking across the country , it ’s clear that self-interest — and the fear of lost profits — also fuels the effort to keep weed outlawed .",['OTHER']
Addiction treatment specialists believe that weed is a gateway drug that potentially introduces users to more serious illegal substances of abuse .,['GATEWAY_DRUG']
It would be malpractice to say that cannabis is n't addictive .,['ADDICTION']
Cannabis has legitimate medical effects .,['MEDICAL_MARIJUANA']
"Cannabis is known to ease pain disorders , including the side-effects cancer patients experience throughout treatment .",['MEDICAL_MARIJUANA']
Some researchers say that cannabis has compounds that may even help kill cancer cells .,['MEDICAL_MARIJUANA']
"According to a Discovery Health article , marijuana has been extremely successful in relieving nausea , which is extremely good news for cancer patients suffering from nausea as a side effect of chemotherapy .",['MEDICAL_MARIJUANA']
"The Times lists epilepsy , along with pain from AIDS and nausea from chemotherapy as afflictions that cannabis has been shown to alleviate .",['MEDICAL_MARIJUANA']
Some people even get panic attacks and have bouts of anxiety after using cannabis .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"As with other substances , stopping marijuana use leads to withdrawal symptoms that range from irritability to anxiety .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"A marijuana withdrawal syndrome occurs , consisting of anxiety , depression , sleep and appetite disturbances , irritability , tremors , diaphoresis , nausea , muscle convulsions , and restlessness .",['ADDICTION']
Research also shows a link between marijuana use and a motivational syndrome — characterized by reduced determination and drive .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Chronic marijuana use is connected with what , in popular culture , has been called slacker behavior – increased risk of dropping out of school , lower achievement , diminished IQ and probably lower life satisfaction – not to mention addiction , physical dependence and withdrawal symptoms .","['HEALTH/PSYCHOLOGICAL_EFFECTS', 'ADDICTION']"
"Anybody who ' s experienced it , actually been addicted to it , knows how profound that addiction is ... . The difficult thing about marijuana addiction is some people , even though they ' re addicted can do fine with it for many many years before they start to have difficultly , but eventually the high starts wearing off , people start smoking a lot more to try to get that high back and that ' s when they descend into difficulties .",['ADDICTION']
Marijuana users experience a high that alters the way they perceive things while under the influence .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Considering that marijuana is a drug , which by definition changes the way the human body works , its use would lead users to experience a high that alters their perception while under influence .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Experts say that marijuana increases the heart rate and the volume of blood pumped by the heart , but that poses a risk mostly to older users who already have cardiac or other health problems . ”",['HEALTH/PSYCHOLOGICAL_EFFECTS']
And marijuana affects people of all ages : Harvard University researchers report that the risk of a heart attack is five times higher than usual in the hour after smoking marijuana .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Marijuana use raises the heart rate from 20 to 100 percent for up to three hours after it has been smoked , increasing the risk of getting other health problems , such as arrhythmia , heart palpitations and heart attack .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
Many experts believe this improvement is not due to marijuana but is the outcome of taking deep breaths while inhaling the drug .,['OTHER']
Long-term marijuana consumption “ impairs the ability of T-cells in the lungs ’ immune system to fight off some infections . ”,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Even small amounts of marijuana can cause temporary sterility and it has a terrible impact on the babies of women who smoke including "" birth defects , mental abnormalities and increased risk of leukemia in children . """,['HEALTH/PSYCHOLOGICAL_EFFECTS']
3 ) Marijuana is terrible for your mental health : Marijuana may even be WORSE than cigarettes .,"['HEALTH/PSYCHOLOGICAL_EFFECTS', 'LEGAL_DRUGS']"
4 ) Marijuana is terrible for your physical health : How bad is marijuana for you ?,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"“ Unlike medical marijuana , I have serious concerns on whether or not the benefits of recreational marijuana outweigh the drawbacks . ”",['MEDICAL_MARIJUANA']
Our position is that California Proposition 215 was misrepresented under the misguided claim that there is substantial “ medical ” benefit from ingesting marijuana and that the harm and negative impacts would be negligible .,"['HARM', 'MEDICAL_MARIJUANA']"
"In fact , this November , California voters will consider a ballot initiative – Proposition 19 – to legalize marijuana in the state ( in 1996 , California had passed a law to legalize medical marijuana ) .",['MEDICAL_MARIJUANA']
"In 1996 , California passed the Compassionate Use Act , which legalized marijuana for medical use .",['MEDICAL_MARIJUANA']
"There has been this movement statewide to decriminalize personal possession of marijuana at the county and city level , ” said Ben Pollara , the campaign manager for United for Care , the group who collected more than a million signatures to put medical marijuana on this year ’s ballot again .","['COMMUNITY/SOCIATAL_EFFECTS', 'MEDICAL_MARIJUANA']"
There have been a handful of polls over the last year and all of them show overwhelming support for medical marijuana .,['MEDICAL_MARIJUANA']
"As recently as 2006 , just 32 % supported marijuana legalization , while nearly twice as many ( 60 % ) were opposed .",['OTHER']
"Nearly six-in-ten Democrats ( 59 % ) favor legalizing the use of marijuana , as do 58 % of independents .",['OTHER']
"With four states and Washington , D.C. having passed measures to permit the use of marijuana for personal use , 27 % of supporters say legalization would lead to improved regulation of marijuana and increased tax revenues .","['DRUG_POLICY', 'NATIONAL_BUDGET']"
"The Administration — widely viewed as more liberal than any other in recent memory and , for a time , as embodying the hopes of pro-legalization activists — has weighed the costs and benefits and concluded that marijuana legalization would compromise public health and safety .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Said National Organization for the Reform of Marijuana Laws ' St. Pierre : “ To have the Don Wirtshafters or progressive liberal columnists saying ‘ I ’m all for marijuana legalization , but I do n’t like this ballot initiative , ’ for activists , there were any number of reasons to oppose it . ”",['OTHER']
"The campaign to make pot illegal was “ firmly rooted in prejudices against Mexican immigrants and African Americans , who were associated with marijuana use at the time . ”",['COMMUNITY/SOCIATAL_EFFECTS']
Others claim that marijuana was initially demonized partly due to fears of the Mexican immigrants associated with the drug .,['COMMUNITY/SOCIATAL_EFFECTS']
Even the gateway effect — the theory that cannabis leads to other drugs — was discarded long ago .,['GATEWAY_DRUG']
"The narrative of cannabis as a harmful drug has been dominant for so long , that many people had trouble accepting the plant ’s demonstrated medicinal effects .","['HARM', 'MEDICAL_MARIJUANA']"
The real danger of marijuana is the violence of the underground drug economy created by prohibition .,['ILLEGAL_TRADE']
All three and state law enforcement groups believe legal marijuana is a public safety threat .,['COMMUNITY/SOCIATAL_EFFECTS']
"Overall , 62 % say that if marijuana were legal it would bother them if people used it in public ; just 33 % say this would not bother them .",['PERSONAL_FREEDOM']
"On the other hand , a majority of opponents of legalization ( 65 % ) say they would not be bothered if people used marijuana in their own homes ; virtually all supporters of legalization ( 97 % ) would not be bothered by this .",['PERSONAL_FREEDOM']
Would you want to live in a neighborhood filled with people who regularly smoke marijuana ?,['COMMUNITY/SOCIATAL_EFFECTS']
"Even marijuana smoked at home can make it ' s way to others , such as in multi-level apartment complexes .",['PERSONAL_FREEDOM']
"Even smoking weed at home will allow the drug to make its way to others , especially if it is a multi-level apartment complex .",['PERSONAL_FREEDOM']
The effects on the cardiovascular system can make smoking weed a high-risk activity for seniors or for people with cardiac conditions .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
Its effect on the heart can make smoking the drug a high-risk activity for seniors or people living with cardiac conditions .,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"The effect is amplified by the fact that many pot smokers inhale more deeply than cigarette smokers , increasing the amount of time the lungs are exposed to cancer-causing chemicals .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"This is because many pot smokers tend to inhale more deeply than cigarette smokers , which increases the amount of time the lungs are being exposed to chemicals that cause cancer .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Besides , cannabis smoking may lead to some respiratory problems , like increased phlegm and persistent cough .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Even if not causing all these issues , smoking pot can definitely aggravate a pre-existing condition .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"So , there are lots of benefits to smoking pot with only a few non-beneficial issues .",['HARM']
"Dr. Gupta reports that there are a host of medical advantages to using the drug , the most profound of which is staving off the debilitating effects of chemotherapy , which I agree places pot in a category of its own .",['MEDICAL_MARIJUANA']
This is a major factor why marijuana is the number one drug causing young people to enter treatment and why there has been a substantial increase in the people in treatment for marijuana dependence .,"['CHILD_AND_TEEN_SAFETY', 'ADDICTION']"
Marijuana dependence is also responsible for a large proportion of calls to drug abuse help lines and treatment centers .,['ADDICTION']
Illegal drugs such as marijuana are responsible for a disproportionate share of violence and social decline in America .,['COMMUNITY/SOCIATAL_EFFECTS']
"Even where decriminalized , marijuana trafficking remains a source of violence , crime , and social disintegration .",['ILLEGAL_TRADE']
"No one knows the specifics of how marijuana decriminalization would work in practice or what measures would be necessary to prevent children , teenagers , criminals , and addicts from obtaining the drug .","['COMMUNITY/SOCIATAL_EFFECTS', 'CHILD_AND_TEEN_SAFETY', 'ADDICTION']"
"Not only would legalizing marijuana open a lot of space in jail , it would bring many different ' types ' of people together .",['COMMUNITY/SOCIATAL_EFFECTS']
"Legalizing marijuana will end that violence , much like ending alcohol prohibition ended the violence of the illegal alcohol economy .",['LEGAL_DRUGS']
"However , Mike Meno , director of communications , Marijuana Policy Project , a legalization advocacy group in Washington DC , counters that ending prohibition would provide a major boost to law enforcement efforts .","['COMMUNITY/SOCIATAL_EFFECTS', 'DRUG_POLICY']"
"Cannabis prohibition is quite costly , but so are other government initiatives .",['NATIONAL_BUDGET']
Prohibition has enormous social costs .,['COMMUNITY/SOCIATAL_EFFECTS']
"Prohibition has robbed children of their futures , while building a huge prison-industrial complex .",['COMMUNITY/SOCIATAL_EFFECTS']
The deleterious effects of prohibition run from wasted resources to ruined lives .,"['COMMUNITY/SOCIATAL_EFFECTS', 'NATIONAL_BUDGET']"
It would be giving in to the retrograde impulses of “ prohibitionists . ”,['OTHER']
None of the dire prohibitionist predictions have come to pass .,['OTHER']
Those ( including this newspaper ) who have argued that legalisation is better than prohibition will welcome the beginning of the end of the futile war on weed .,['DRUG_POLICY']
"Nor has legalization pushed more people , including the young , into the clutches of demon weed .",['CHILD_AND_TEEN_SAFETY']
"It is quite ironic , but perhaps the worst opponents of weed legalization are drug dealers themselves .",['ILLEGAL_TRADE']
"Legalisers , meanwhile , should open their eyes to the fact that the legal marijuana industry , which until now has only had to prove itself more worthy than organised criminals , now needs as much scrutiny as the other “ sin ” industries that defend their turf jealously .",['ILLEGAL_TRADE']
"And whether the campaign contributions are coming from a pharmaceutical company or a prison guard union , he said , keeping marijuana illegal often boosts donors ’ bottom lines — and ensures that nonviolent users and suppliers will keep ending up behind bars .",['COMMUNITY/SOCIATAL_EFFECTS']
"“ We get all of our money for these campaigns from individual donors , many people who lost family members to drug abuse , including from marijuana , ” Sabet said .",['DRUG_ABUSE']
"While politicians blame drug users for being a major source of financing terrorists , no clear evidence of this link has been provided .",['ILLEGAL_TRADE']
Many people argue that only drug dealers should be fought and not the drug users themselves .,['ILLEGAL_TRADE']
"Similarly , drug dealers today resolve their disputes through violence and intimidation , something which legal drug vendors do not do .",['ILLEGAL_TRADE']
"Once those involved in the narcotics trade have a legal method of settling business disputes , the number of murders and violent crime could drop .",['ILLEGAL_TRADE']
"But through legalization , there will be open competition and lower prices , so drug cartels , which might include terrorists , would lose some or even all of their business .",['ILLEGAL_TRADE']
"Legalization would lower prices and open competition ; thus , drug cartels ( that might include terrorists ) would lose all or some of their business .",['ILLEGAL_TRADE']
Drug dealers ( including some terrorists ) would lose most or all of their business .,['ILLEGAL_TRADE']
Loss of Business for Drug Dealers ( Including Terrorists ) .,['ILLEGAL_TRADE']
"These include : minimal reduction in the consumption of controlled substances ; failure to reduce violent crime ; failure to markedly reduce drug importation , distribution and street-level drug sales ; failure to reduce the widespread availability of drugs to potential users ; failure to deter individuals from becoming involved in the drug trade ; failure to impact upon the huge profits and financial opportunity available to individual "" entrepreneurs "" and organized underworld organizations through engaging in the illicit drug trade ; the expenditure of great amounts of increasingly limited public resources in pursuit of a cost-intensive "" penal "" or "" law-enforcement "" based policy ; failure to provide meaningful treatment and other assistance to substance abusers and their families ; and failure to provide meaningful alternative economic opportunities to those attracted to the drug trade for lack of other available avenues for financial advancement .","['COMMUNITY/SOCIATAL_EFFECTS', 'NATIONAL_BUDGET']"
The economic argument is also based on poor fiscal logic : any reduction in the cost of drug control ( due to lower law enforcement expenditure ) will be offset by much higher expenditure on public health ( due to the surge of drug consumption ) .,['NATIONAL_BUDGET']
"See , if you look at the drug war from a purely economic point of view , the role of the government is to protect the drug cartel .","['DRUG_POLICY', 'ILLEGAL_TRADE']"
"Instead , the drug war , however well meaning its supporters , is in practice , a blatant assault on minorities and their economic mobility .",['DRUG_POLICY']
"The war on drugs aims its firepower overwhelmingly at African-Americans on the street , while white users smoke safely behind closed doors . ”",['DRUG_POLICY']
Many consider the War on Drugs an expensive failure .,['DRUG_POLICY']
"One of the strangest aspects of the war on drugs is how completely it has failed at reducing drug use , despite costing over $ 51 billion annually , according to the Drug Policy Alliance .","['COMMUNITY/SOCIATAL_EFFECTS', 'DRUG_POLICY']"
"In Colorado , for example , analysts suggest that taxing the drug could raise between $ 5 and $ 22 million annually .",['NATIONAL_BUDGET']
"For instance , in Colorado , analysts recommend that taxing the drug could raise millions of dollars each year .",['NATIONAL_BUDGET']
