sentence,labels
Minimum wage has long been a minimum standard of living .,['SOCIAL_JUSTICE/INJUSTICE']
"It had other purposes , too , including regional economic development : the initial impact of the minimum wage was strongest in low-wage industries in the South , such as textiles .",['ECONOMIC_IMPACT']
Most jurisdictions do have laws in place to enforce a minimum wage .,['GOVERNMENT']
"In consumer economies where the unemployment rate is set by macroeconomic conditions , minimum wages help in keeping inflation from increasing too rapidly .",['SOCIAL_JUSTICE/INJUSTICE']
"Most importantly , a lot of minimum wage jobs are vital to the health of a functioning society .",['OTHER']
A minimum wage job is suppose to be an entry level stepping stone – not a career goal .,"['LOW-SKILLED', 'MOTIVATION/CHANCES']"
"Don Boudreaux , PhD , Adjunct Scholar at the Cato Institute , explained , "" the minimum wage cuts off the first rung of the employment ladder , and it ' s that first lowest paying rung that provides the skills and experience workers need to reach the next rung and to continue climbing their way to a better life . """,['MOTIVATION/CHANCES']
"Raising the minimum wage is one solution , in which governments — federal , state , or local — are seeking to intervene where market inefficiencies have failed us .",['GOVERNMENT']
"A much better idea would be local “ living wage ” campaigns , each one pushing for a number that is appropriate to specific job markets .",['SOCIAL_JUSTICE/INJUSTICE']
"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .",['SOCIAL_JUSTICE/INJUSTICE']
Minimum wage is meant as an entry level pay minimum .,['LOW-SKILLED']
The United States currently has laws in place to ensure a minimum wage .,['GOVERNMENT']
"The lower the minimum wage , the more eager a minimum wage worker would be to enroll in a community college course at night , improve his or her skills , and apply for a higher-paying job .",['MOTIVATION/CHANCES']
"First of all , while the minimum wage is occasionally bumped up , it is lower now in real terms than it was 40 years ago .",['SOCIAL_JUSTICE/INJUSTICE']
"In areas like Mississippi where the cost of living and average incomes are especially low , employers would need to spend proportionally more to pay their minimum wage employees than employers in higher cost areas like Hawaii , and yet would be unable to cover the cost by raising prices because their customers would not be able to afford them .","['COMPETITION/BUSINESS_CHALLENGES', 'SOCIAL_JUSTICE/INJUSTICE', 'PRICES']"
"The sweatshop owners were thought to have unfair bargaining power over their employees , and a minimum wage was proposed as a means to make them pay fairly .",['CAPITAL_VS_LABOR']
"And of course , some local governments take things even further , like SeaTac with its $ 15 minimum .",['OTHER']
"Specifically , he advocates setting a minimum wage at half of the median full-time wage in a given jurisdiction , a standard that would have yielded minimum wages ranging from $ 12.45 in Massachusetts to $ 7.97 in Mississippi .",['SOCIAL_JUSTICE/INJUSTICE']
Minimum wage behaves as a classical price floor on labor .,['OTHER']
A minimum wage ensures low-skilled workers that they will be paid a guaranteed minimum and encourages them to find work and provide for themselves .,"['SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
"Some workers , most likely those whose previous wages were closest to the minimum , will enjoy higher wages .",['OTHER']
He also said the minimum wage proposal is consistent with the use of charter amendments in the state for the last century .,['OTHER']
There are pros and cons to minimum wage but for right now it is the only safety net there is that helps to protect non unionized workers .,"['CAPITAL_VS_LABOR', 'SOCIAL_JUSTICE/INJUSTICE']"
"In the sixties , as a university student , I was able to make half the CURRENT minimum wage , though more than the minimum wage at the time , an issue rarely mentioned .",['SOCIAL_JUSTICE/INJUSTICE']
Minimum wage earners who do get a small raise here and there ( or even a raise for the cost of living in general ) often are happier working with the small raise than starting out at a higher salary .,['MOTIVATION/CHANCES']
That is why Dube recommends that state and local governments set minimum wages that take into account local wages and local price levels .,['SOCIAL_JUSTICE/INJUSTICE']
Income inequality and fair wealth distribution are two factors of the economy that are kept in check with minimum wages .,['SOCIAL_JUSTICE/INJUSTICE']
The movement for a minimum wage was initially focused on stopping sweatshop labor and controlling the proliferation of sweatshops in manufacturing industries .,['CAPITAL_VS_LABOR']
"Minimum-wage legislation , by its very nature , benefits some at the expense of the least experienced , least productive , and poorest workers . """,['LOW-SKILLED']
Minimum wage also protects younger workers and minorities from being paid less than others to some extent .,['SOCIAL_JUSTICE/INJUSTICE']
"The sweatshops employed large numbers of women and young workers , paying them what were considered to be substandard wages .",['CAPITAL_VS_LABOR']
"But if minimum wages do hurt employment , then small-town workers are going to be put out of a job -- and that ' s much worse .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
The pros are clearly not as valuable as they were when the laws governing minimum wage were first started .,['OTHER']
"Thomas Grennes , MA , Professor Emeritus at North Carolina State University , and Andris Strazds , MSc , Lecturer at the Stockholm School of Economics in Riga ( Latvia ) , stated : "" the net effect of higher minimum wages would be unfavorable for impoverished households , even if there are no job losses .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
"Opponents of boosting the minimum wage focus mainly on the potentially detrimental side effects , like job reduction , and a rise in the cost of consumer goods and services .","['UN/EMPLOYMENT_RATE', 'PRICES']"
"Reich says the arguments of many opposed to a minimum wage increase are based on a "" basic Econ 101 model "" that does n't accurately represent the nuanced realities of industries that employ minimum wage workers .",['OTHER']
Opponents say raising the minimum wage will force employers to hire fewer people or pass the new costs on to consumers by raising prices on goods and services .,"['UN/EMPLOYMENT_RATE', 'PRICES']"
"After that , it does n't encourage higher wages , and only encourages unemployment and automation .",['UN/EMPLOYMENT_RATE']
Businesses are sometimes forced to hire fewer employees because they must pay minimum wage .,['UN/EMPLOYMENT_RATE']
Increasing the minimum wage reduces the likelihood of upward mobility .,['MOTIVATION/CHANCES']
Some people also feel that a minimum wage increase is unnecessary for some people .,['OTHER']
Some economists believe that minimum wages prevent equilibrium wages from developing .,['OTHER']
It would not lift anywhere near that many people out of poverty .,['SOCIAL_JUSTICE/INJUSTICE']
"Since the government does not hire surplus labor , the labor surplus takes the form of unemployment , which tends to be higher with minimum wage laws than without them .",['UN/EMPLOYMENT_RATE']
"Meanwhile , Jonathan Meer and Jeremy West of Texas A & M University have recently added a new wrinkle to the controversy with a paper that says minimum wages can noticeably bring reduce total employment by slowing down hiring .",['UN/EMPLOYMENT_RATE']
"Fewer Hirings : If business must pay their minimum wage employees more , they can not afford to hire as many employees .",['UN/EMPLOYMENT_RATE']
"That means in real spending terms , the minimum wage has effectively been dropping .",['SOCIAL_JUSTICE/INJUSTICE']
I can think of only one good reason : that increasing the minimum wage so dramatically will damage the economic prospects of millions of vulnerable people .,"['SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
But no one argues that increasing the minimum wage increases the number of unemployed workers who find jobs .,['UN/EMPLOYMENT_RATE']
"Is n't having a minimum wage , period , causing unemployment ?",['UN/EMPLOYMENT_RATE']
"Minimum wage laws have never worked in terms of helping the middle class attain more prosperity ... I do n't think a minimum wage law works . """,['SOCIAL_JUSTICE/INJUSTICE']
A recent survey of economists by the University of Chicago showed that a narrow majority of respondents believe a rise in America ’s minimum wage to $ 9 per hour would make it “ noticeably harder ” for poor workers to find jobs .,['UN/EMPLOYMENT_RATE']
"Because the minimum wage has never been tied to inflation , its value has eroded significantly , and many economists say that has contributed mightily to the growth in income inequality .",['SOCIAL_JUSTICE/INJUSTICE']
Raising the minimum wage would disadvantage low-skilled workers .,['LOW-SKILLED']
It is commonly argued that raising the minimum wage will hurt businesses by making them less profitable and decreasing their value to shareholders .,['COMPETITION/BUSINESS_CHALLENGES']
"Some economists say raising the minimum wage to too high of a level could create a disconnect , as workers are only worth paying if they ' re able to produce at least as much as they earn .",['COMPETITION/BUSINESS_CHALLENGES']
"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would "" throw all substandard or marginal workers out of employment as a burden to society , "" while Battle presented letters from two different businesses claiming low-skill workers – or "" those who are not sufficiently competent to earn their pay "" – would quickly lose their jobs once the law was passed .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"As a result , some economists worry that the risks of an untried solution may come with unknown consequences .",['OTHER']
Today minimum wage is actually 11 % lower value wise than it was in 1933 .,['SOCIAL_JUSTICE/INJUSTICE']
Studies from both sides of the debate make it relatively clear that increasing minimum wage will not make a significant impact on the poverty level .,['SOCIAL_JUSTICE/INJUSTICE']
"Furthermore , increasing the minimum wage has not proven to be effective at lowering the poverty rate , according to the business-backed nonprofit Employment Policies Institute .",['SOCIAL_JUSTICE/INJUSTICE']
"Graham White argues , partially on the basis of Sraffianism , that the policy of increased labor market flexibility , including the reduction of minimum wages , does not have an "" intellectually coherent "" argument in economic theory .",['OTHER']
A new study by a trio of British labour-market economists ( including one at the Low Pay Commission ) attributes much of that contraction to the minimum wage .,['OTHER']
They have published stacks of studies ( and a book ) purporting to show that minimum wages hit jobs .,['UN/EMPLOYMENT_RATE']
"If the price of low-skill labor rises thanks to meddling politicians , demand for it should fall .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"But that is only part of the story – there are many less obvious downsides to an artificially high minimum wages that take longer to recognize , and it ’s those inevitable negative effects that lead economists to generally oppose minimum wage laws .",['OTHER']
"By the 1980s , economists largely agreed that increasing the minimum wage hurt employment among teens and other unskilled workers .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"In the view of its opponents , the minimum wage — or raising an existing minimum — will always and inevitably damage the economy , kill jobs , doom American freedom , and / or harm the very people that it is meant to help .","['ECONOMIC_IMPACT', 'UN/EMPLOYMENT_RATE']"
"Raising the minimum wage too high will certainly kill jobs ; a coffee shop , for instance , can not afford to pay its baristas $ 100 an hour .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES']"
"In several instances , employment has decreased more than the increase in wages and thereby overall earnings are still reduced .",['UN/EMPLOYMENT_RATE']
"Myth 4 : “ The minimum wage is the highest it has ever been , so we do n’t need to increase it . ”",['SOCIAL_JUSTICE/INJUSTICE']
But opponents who insist that a raised minimum wage only hurts low-wage earners by eliminating entry-level jobs — a popular conservative position today — often have a weak grasp of the lives of the people involved .,"['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"It also found that "" minimum wages may harm the least skilled workers more than is suggested by the net disemployment effects estimated in many studies . ""","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
Thus this price effect may harm the very people whom a minimum wage is supposed to help . ”,['PRICES']
"If there is an increase in a minimum wage , it could have far-reaching effects on industries that do n't pay it .",['COMPETITION/BUSINESS_CHALLENGES']
It ’s precisely because the redistributive effects of a minimum wage are complicated that most economists prefer other ways to help low-income families .,['OTHER']
"Furthermore , 60 % of small business owners think raising the minimum wage would hurt most small business owners .",['COMPETITION/BUSINESS_CHALLENGES']
""" The minimum wage is just a clumsy anti-poverty program , "" said Allen Sanderson , a senior lecturer in the University of Chicago ' s Department of Economics .",['SOCIAL_JUSTICE/INJUSTICE']
"According to the Econ 101 model of the world , increasing the minimum wage should cost some people their jobs .",['UN/EMPLOYMENT_RATE']
"Only 34 percent thought an increase would make it "" noticeably harder for low-skilled workers to find employment . """,['LOW-SKILLED']
"“ The big danger of minimum wage is n’t the fact that some people are being paid more than their value-added , ” he said .",['SOCIAL_JUSTICE/INJUSTICE']
Raising the minimum wage does more harm than good .,['OTHER']
But it ’s important to realize that the argument against minimum wages is n’t that they hurt the rich ; it ’s that they can end up hurting the poor .,['SOCIAL_JUSTICE/INJUSTICE']
"A minimum wage increase may interfere with a low-wage , low-satisfaction business model — but that does n’t mean it interferes with the ability of businesses to be profitable .",['COMPETITION/BUSINESS_CHALLENGES']
It would n't solve income inequality .,['SOCIAL_JUSTICE/INJUSTICE']
"Orrenius said that , because the federal minimum wage has n’t been changed since 2009 , it has n’t kept pace with inflation .",['SOCIAL_JUSTICE/INJUSTICE']
"Although the President may have good intensions , raising the minimum wage does not help low-skilled and unemployed Americans .",['LOW-SKILLED']
Myth : Increasing the minimum wage is bad for businesses .,['COMPETITION/BUSINESS_CHALLENGES']
"From a mathematical and logical perspective , increasing the minimum wage does not lift anyone out of poverty because the prior minimum wage already paid more than the official poverty rate .",['SOCIAL_JUSTICE/INJUSTICE']
"A study by Jeffrey Clemens , PhD , and Michael J. Wither , PhD , found that minimum wage increases result in reduced average monthly incomes for low-skilled workers ( $ 100 less during the first year following a minimum wage increase and $ 50 over the next two years ) due to a reduction in employment .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
There ’s no clear evidence that the raise will lead to unemployment .,['UN/EMPLOYMENT_RATE']
"Of course , this does not mean that raising the minimum wage would n’t be greatly beneficial to those earning it , but ultimately it does not help those who do not already have jobs to begin with .",['SOCIAL_JUSTICE/INJUSTICE']
Myth : Increasing the minimum wage will cause people to lose their jobs .,['UN/EMPLOYMENT_RATE']
A minimum wage increase would hurt businesses and force companies to close .,['COMPETITION/BUSINESS_CHALLENGES']
The most precise estimates were heavily clustered at or near zero employment effects ( elasticity = 0 ) .,['UN/EMPLOYMENT_RATE']
"So , really , the market place does a better job ... [ R ] aising the minimum wage causes more unemployment .",['UN/EMPLOYMENT_RATE']
The minimum wage will price the services of the least productive ( and therefore lowest-wage ) workers out of the market .,['LOW-SKILLED']
"Economists ' opposition to specific minimum-wage hikes is sometimes due to concerns that politicians will impose recklessly high wage-floors , which firms may find difficult to absorb without laying people off .",['UN/EMPLOYMENT_RATE']
The guaranteed minimum wage can represent an expense that a small business may not be able to afford .,['COMPETITION/BUSINESS_CHALLENGES']
"The fact that one can not live comfortably on minimum wage is a symptom of inflation , not lack of education .",['SOCIAL_JUSTICE/INJUSTICE']
So we need to be honest about the consequences of raising a minimum wage too high .,['OTHER']
Raising the minimum wage is therefore an ineffective anti-poverty proposal .,['SOCIAL_JUSTICE/INJUSTICE']
"A 2012 study by Sabia , Hansen , and Burkhauser found that "" minimum wage increases can have substantial adverse labor demand effects for low-skilled individuals "" , with the largest effects on those aged 16 to 24 .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"According to Per Bylund , PhD , Research Professor at Baylor University , the federal minimum wage "" disrupts the balance of the market and prohibits the creation of new jobs . ""","['UN/EMPLOYMENT_RATE', 'GOVERNMENT']"
"A higher minimum wage , they claim , would be too heavy a burden on employers , especially small business owners .",['COMPETITION/BUSINESS_CHALLENGES']
As the cost of living has jumped by leaps and bounds minimum wage has barely made an impact .,['SOCIAL_JUSTICE/INJUSTICE']
Increasing minimum wage also has its disadvantages that can seriously effect workers .,['OTHER']
"Like all government price controls , minimum wage laws are distortionary .",['GOVERNMENT']
Other opponents of minimum wage believe that it can cause price inflation as businesses must raise their prices to accommodate the higher wages .,['PRICES']
But the point that opponents of a minimum wage increase make that strikes me as the most compelling is this : Raising the minimum wage is not a very effective means of addressing poverty .,['SOCIAL_JUSTICE/INJUSTICE']
The minimum wage law actually hurts unions .,['CAPITAL_VS_LABOR']
"Economists are generally in agreement that increases in the minimum wage , especially large increases to $ 15 an hour like in Seattle , will reduce employment opportunities for unskilled workers .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"In the business sector , concerns include the expected increased cost of doing business , threats to profitability , rising levels of unemployment ( and subsequent higher government expenditure on welfare benefits raising tax rates ) , and the possible knock-on effects to the wages of more experienced workers who might already be earning the new statutory minimum wage , or slightly more .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES', 'WELFARE']"
""" The minimum wage is poorly targeted , and a fair number of beneficiaries of an increase are not going to be people in poverty , "" Garthwaite said .",['SOCIAL_JUSTICE/INJUSTICE']
"Some argue that by increasing the federal minimum wage , however , the economy will be adversely affected due to small businesses not being able to keep up with the need to subsequently increase all workers wages .","['ECONOMIC_IMPACT', 'COMPETITION/BUSINESS_CHALLENGES']"
"So while raising the minimum wage from the current $ 7.25 an hour may not be particularly well targeted as an anti-poverty proposal , it ’s not badly targeted , either .",['SOCIAL_JUSTICE/INJUSTICE']
Because it will not alleviate poverty .,['SOCIAL_JUSTICE/INJUSTICE']
Myth : Increasing the minimum wage is bad for the economy .,['ECONOMIC_IMPACT']
"60 % of small-business owners say that raising the minimum wage will "" hurt most small-business owners , "" according to a 2013 Gallup poll .",['COMPETITION/BUSINESS_CHALLENGES']
It would reduce the incentive for low-wage workers to get an education and move up to a higher-paying job .,['MOTIVATION/CHANCES']
Minimum wage has not kept up with the cost of living averages ( COLA ) .,['SOCIAL_JUSTICE/INJUSTICE']
"Raise minimum wages too high , and you ’ll eventually choke off employment , harming the very people that the policy is intended to help .",['UN/EMPLOYMENT_RATE']
While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,['PRICES']
"San Francisco ' s Office of Economic Analysis said that an increase to $ 15 would reduce the city ' s employment by about "" 15,270 private sector jobs . """,['UN/EMPLOYMENT_RATE']
"Economist Thomas Sowell sums it up well : “ The net economic effect of minimum wage laws is to make less skilled , less experienced , or otherwise less desired workers more expensive — thereby pricing many of them out of jobs . ”","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"Historically , economists ' scepticism was rooted in the worry that wage floors reduce employment .",['UN/EMPLOYMENT_RATE']
"47 % agreed with the statement , "" The distortionary costs of raising the federal minimum wage to $ 9 per hour and indexing it to inflation are sufficiently small compared with the benefits to low-skilled workers who can find employment that this would be a desirable policy "" , while 11 % disagreed .",['UN/EMPLOYMENT_RATE']
"In 2014 , Steve H. Hanke , PhD , Professor of Applied Economics at Johns Hopkins University , surveyed the 21 European Union ( EU ) countries that have a minimum wage and found they had an average unemployment rate of 11.8 % , about a third higher than the 7.9 % average unemployment rate in the seven EU countries that have no minimum wage .",['UN/EMPLOYMENT_RATE']
Raising the minimum wage will be good for workers and good for the economy overall — but what about its impact on the business community ?,"['ECONOMIC_IMPACT', 'COMPETITION/BUSINESS_CHALLENGES']"
Mandatory increases in hourly wages mean that businesses will be forced to cut jobs or reduce hours to maintain their bottom line .,['UN/EMPLOYMENT_RATE']
"No matter how you slice it , the minimum wage has n’t kept up with inflation .",['SOCIAL_JUSTICE/INJUSTICE']
"In an analysis of census data , Joseph Sabia and Robert Nielson found no statistically significant evidence that minimum wage increases helped reduce financial , housing , health , or food insecurity .",['SOCIAL_JUSTICE/INJUSTICE']
"The main potential negative impact of raising the minimum wage is the loss of close to 500,000 jobs , which comes out to around 0.3 % decrease in employment .",['UN/EMPLOYMENT_RATE']
"In a recent New York Times article , Christina argues that raising the minimum wage may harm the people it is supposed to help .",['OTHER']
"“ In sum , "" they wrote , "" we view the literature — when read broadly and critically — as largely solidifying the conventional view that minimum wages reduce employment among low-skilled workers .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
Minimum wages are not a cure for poverty .,['SOCIAL_JUSTICE/INJUSTICE']
"But most of their colleagues disagreed ; and until about 1990 , most empirical studies found that higher minimum wages cost jobs , particularly among young workers .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"In other words , one theory holds that increasing the minimum wage forces businesses to get thinner .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES']"
Minimum wage hurts small business the most .,['COMPETITION/BUSINESS_CHALLENGES']
Raising the minimum wage will fix nothing .,['OTHER']
"It ’s also absurd on its face , because it assumes the economy wo n’t ultimately adjust to a new wage baseline .",['ECONOMIC_IMPACT']
There is no way a minimum wage can stimulate the economy .,['ECONOMIC_IMPACT']
Edgerton went on to warn that raising the wage uniformly would inevitably put southern manufacturers out of business .,['COMPETITION/BUSINESS_CHALLENGES']
"Another 2013 study by Suzana Laporšek of the University of Primorska , on youth unemployment in Europe claimed there was "" a negative , statistically significant impact of minimum wage on youth employment . """,['LOW-SKILLED']
"Opponents of minimum wages contend that increased labor costs force businesses to cut staff , costing jobs .",['UN/EMPLOYMENT_RATE']
"Between July 2015 and the last increase in the minimum wage in 2009 , the federal minimum wage lost 8.1 % of its purchasing power to inflation .",['SOCIAL_JUSTICE/INJUSTICE']
A minimum wage hike is simply an ineffective way to help Americans rise out of poverty .,['SOCIAL_JUSTICE/INJUSTICE']
"** The absolute worst-case scenario is that Meer and West are right in their new paper , and the minimum wage really brings down employment overall .",['UN/EMPLOYMENT_RATE']
"It is a myth that small business owners ca n't afford to pay their workers more , and therefore do n't support an increase in the minimum wage .",['COMPETITION/BUSINESS_CHALLENGES']
"According to a recent report by CBS News , the shift is harder on small business owners , many of whom are trying to figure out ways to generate additional income .",['COMPETITION/BUSINESS_CHALLENGES']
One argument for a minimum wage is that there sometimes is n’t enough competition among employers .,['COMPETITION/BUSINESS_CHALLENGES']
"Actually , there ’s a big reason to think that a federal minimum wage is n’t a good policy in general .",['OTHER']
"A 2013 study by labor economists Tony Fang and Carl Lin which studied minimum wages and employment in China , found that "" minimum wage changes have significant adverse effects on employment in the Eastern and Central regions of China , and result in disemployment for females , young adults , and low-skilled workers "" .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"Opponents say that many businesses can not afford to pay their workers more , and will be forced to close , lay off workers , or reduce hiring ; that increases have been shown to make it more difficult for low-skilled workers with little or no work experience to find jobs or become upwardly mobile ; and that raising the minimum wage at the federal level does not take into account regional cost-of-living variations where raising the minimum wage could hurt low-income communities in particular .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES', 'SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
"Since the minimum wage is not indexed to inflation , it does not systematically increase in proportion to changes in the costs of living .",['SOCIAL_JUSTICE/INJUSTICE']
Myth : Raising the federal minimum wage wo n't benefit workers in states where the hourly minimum rate is already higher than the federal minimum .,['SOCIAL_JUSTICE/INJUSTICE']
"The economics of the minimum wage are complicated , and it ’s far from obvious what an increase would accomplish .",['OTHER']
""" Multiple studies have demonstrated little to no relationship between a higher minimum wage and reductions in poverty , "" the institute says , in a policy brief .",['SOCIAL_JUSTICE/INJUSTICE']
The idea that wages would n’t naturally adjust and everyone at that end of the wage scale would n’t wind up making more is laughable .,['OTHER']
"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would “ throw all substandard or marginal workers out of employment as a burden to society , ” while Battle presented letters from two different businesses claiming low-skill workers – or “ those who are not sufficiently competent to earn their pay ” – would quickly lose their jobs once the law was passed .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
"Matthew Rousu , PhD , Associate Professor of Economics at Susquehanna University , wrote in a 2014 article that the federal minimum wage "" has a devastating impact on teenagers "" because firms will not pay many young workers with no skills or experience minimum wage , let alone a higher wage .",['LOW-SKILLED']
"As attorney Andrew Woodman , JD , predicted in his blog for the Huffington Post , a minimum wage increase "" could ultimately be the undoing of low-income service-industry jobs in the United States . """,['LOW-SKILLED']
They found that the minimum wage increases were followed by decreases in employment .,['UN/EMPLOYMENT_RATE']
It would n't cure poverty .,['SOCIAL_JUSTICE/INJUSTICE']
"If minimum wages do n’t hurt employment , then a federal minimum wage is unfair to workers in big cities because their raises will be less than those of small-town workers .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
"[ citation needed ] In contrast , opponents of the minimum wage say it increases poverty , increases unemployment ( particularly among unskilled or inexperienced workers ) and is damaging to businesses , because excessively high minimum wages require businesses to raise the prices of their product or service to accommodate the extra expense of paying a higher wage .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES', 'SOCIAL_JUSTICE/INJUSTICE', 'PRICES']"
"34 % of respondents agreed with the statement , "" Raising the federal minimum wage to $ 9 per hour would make it noticeably harder for low-skilled workers to find employment . """,['LOW-SKILLED']
A 2015 study found that the decrease in the inflation-adjusted value of the minimum wage since the 1980s has been a contributor to America ' s high levels of inequality .,['SOCIAL_JUSTICE/INJUSTICE']
"He found that the "" minimum wage reduces net job growth , primarily through its effect on job creation "" and that those effects "" are most pronounced for younger workers and in industries with a higher proportion of low-wage workers . ""","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"In standard models of competitive markets , anything that artificially raises the price of labour will curb demand for it , and the first to lose their jobs will be the least-skilled workers .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
This situation often results in stagnant growth .,['OTHER']
Thus this price effect may harm the very people whom a minimum wage is supposed to help .,['PRICES']
"“ The minimum wage has caused more misery and unemployment than anything since the Great Depression , ” Ronald Reagan said in 1980 .",['UN/EMPLOYMENT_RATE']
"Raising the minimum wage is not , by any stretch , a poverty panacea .",['SOCIAL_JUSTICE/INJUSTICE']
"A study from the Federal Reserve Bank of Cleveland found that although low-income workers see wage increases when the minimum wage is raised , "" their hours and employment decline , and the combined effect of these changes is a decline in earned income ... minimum wages increase the proportion of families that are poor or near-poor . ""","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
"Subsequently , the wage hike will only accelerate the “ end of retail ” and push stores out of business , increasing unemployment .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES']"
Business could raise their prices : What often gets lost in the discussion about raising the minimum wage is that low-wage workers probably would n't be alone in having their wages hiked .,['PRICES']
"Economists have tended to oppose minimum wages on the grounds that they reduce employment , hurting many of those they are supposed to help .",['UN/EMPLOYMENT_RATE']
They have consistently found that requiring businesses to pay their workers more reduces employment among teens .,"['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
Since 2009 — the last time the minimum wage was increased — the dollar has lost a full 8 percent of its purchasing power due to inflation .,['SOCIAL_JUSTICE/INJUSTICE']
"Seth Zimmerman , PhD , Assistant Professor of Economics at the University of Chicago , stated : "" minimum wage laws can lead to labor market rigidities that make it more difficult for people to move up the economic ladder .",['MOTIVATION/CHANCES']
"So it ’s not just that the minimum wage is staying the same : every day , it actually becomes worth a little bit less .",['SOCIAL_JUSTICE/INJUSTICE']
Myth 5 : “ Raising the minimum wage will kill jobs . ”,['UN/EMPLOYMENT_RATE']
Minimum wage laws receive less support from economists than from the general public .,['OTHER']
Increased labor costs result in lower profits for businesses .,['COMPETITION/BUSINESS_CHALLENGES']
Some small businesses can not afford to pay minimum wages .,['COMPETITION/BUSINESS_CHALLENGES']
The minimum wage has not kept up with inflation .,['SOCIAL_JUSTICE/INJUSTICE']
"If the minimum wage is increased , employers might not want to invest as much money in unskilled workers , which can lead to those employees being squeezed out of the job market .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
I would challenge people to consider lowering or eliminating the federal minimum wage .,['OTHER']
"This is because , as the wage rate rises , it becomes more expensive for firms to hire workers and so firms hire fewer workers ( or hire them for fewer hours ) .",['UN/EMPLOYMENT_RATE']
"And when workers leave , say for the Taco Bell across the freeway , they often take jobs that would otherwise be filled by the unemployed , which is less than ideal for the economy .","['UN/EMPLOYMENT_RATE', 'ECONOMIC_IMPACT']"
"I want people to have more command in the workplace , and I want them to have much more than $ 7.25 an hour .",['MOTIVATION/CHANCES']
"So , while some employees may be making slightly more money , others will be left unemployed .",['UN/EMPLOYMENT_RATE']
"A 2014 study of 400 US Chief Financial Officers ( CFOs ) by Campbell Harvey , PhD , J. Paul Sticht Professor of International Business at Duke University , found that 70 % of CFOs would "" increase contracting , outsourcing , or moving actual production outside the United States "" if the minimum wage were raised to $ 10 an hour .",['UN/EMPLOYMENT_RATE']
"Jobs and benefits could be cut : Another possible outcome is that businesses , instead of raising prices to counter the higher cost of wages , simply cut employees or reduce benefits .",['UN/EMPLOYMENT_RATE']
"In a survey of 1,213 businesses and human resources professionals , 38 % of employers who currently pay minimum wage said they would lay off some employees if the minimum wage was raised to $ 10.10 .",['UN/EMPLOYMENT_RATE']
"And those employers , in turn , would be unable to hire as many people -- an undesirable result when unemployment continues to hover at about 8 percent .",['UN/EMPLOYMENT_RATE']
"Thus , fewer people have a job .",['UN/EMPLOYMENT_RATE']
"Especially for low-skill workers and for young workers , the two groups of workers who will be disproportionately hit by a minimum-wage increase , ours is a labor market in crisis .",['LOW-SKILLED']
"And you do so with some level of risk , as detailed in the Congressional Budget Office report that showed a wage increase could lead to the loss of 500,000 jobs .",['UN/EMPLOYMENT_RATE']
