sentence,labels
All abortion methods violate the most basic medical tenet : “ Do No Harm . ”,['MORAL/ETHICAL_VALUES']
These are questions that abortion advocates do not adequately address .,['OTHER']
"That ' s why even if pro-life advocates were hypocritical in this regard ( though I personally do n't know any abortion opponents who champion other sorts of murder ) that would say nothing about the main questions at hand : 1 ) when does human personhood begin and 2 ) should the law protect persons at all ages , locations , and stages of development .",['FETAL/NEWBORN_RIGHTS']
It is false to claim that no one knows when life begins and dishonest to argue that abortion does not kill a human being .,['FETAL/NEWBORN_RIGHTS']
"The unlawful taking of a human life is murder and since "" reason "" number 2 agrees that life begins at conception , this is a pro life argument against abortion .",['FETAL/NEWBORN_RIGHTS']
"Again this "" reason "" is instead a powerful argument against abortion ... the murdering of innocent life for "" contraceptive purposes "" .","['FETAL/NEWBORN_RIGHTS', 'RESPONSIBILITY']"
"The Truth : This lame "" reason "" is predicated on the premise that the victim of rape can kill an innocent baby .","['FETAL/NEWBORN_RIGHTS', 'RAPE']"
"We must help people have the courage to look into the face of a child conceived during rape and say , “ You did n’t deserve the death penalty . ”","['FETAL/NEWBORN_RIGHTS', 'RAPE']"
"Just as we have challenged thinking about special-needs babies and their parents , we must help women who have conceived during rape and welcome children conceived in violence .",['RAPE']
"I believe that women have a choice about what they do with their body , especially in the circumstances of when women are raped or the baby / mother is put at risk of life threatening problems .","['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH', 'RAPE', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
I believe that if a woman is raped and wants an abortion then she should be able to have one .,['RAPE']
Just because you are raped by a stranger does n't mean you should get an abortion .,['RAPE']
If you are raped then give the baby to a family who will love it .,"['ADOPTION', 'RAPE']"
"In the event of rape , try to accept your child , but if you ca n't give it up for abortion .",['RAPE']
Abortion should not be permitted for rape because it is wrong to punish a child for the sin of the father .,['RAPE']
"When a woman becomes pregnant as a result of rape ( which happens less than 1 per cent of the time ) , abortion will not take away the trauma , the nightmares , the pain --- it will only ad to them !",['RAPE']
"No right then why do it to a unborn baby that is on its way to find a journey in life , I understand if a girl got raped , she would not want to have the baby but understand taking a life away is not the best option , the gift of being a mother is the most beautiful gift we can have as a women , you go through the stages of pregnancy and if that mean time you do not feel ready you can give the baby to adoption , that is the best option and now in days girls are just getting pregnant , it is not an accident anymore , why allow them to have an abortion , they have the effort to have a sexual relation now they have to learn the effort of becoming a mother and learning the consequences of their acts .","['FETAL/NEWBORN_RIGHTS', 'ADOPTION', 'RAPE']"
"Pregnant woman automatically feel for the unborn baby , it is hard for women to go through an abortion and the responsibility falls on people to prevent pregnancy but there are people out there who take the risks and refuse responsibility but that does not mean everyone else should pay the price for it .","['PSYCHOLOGICAL_EFFECTS_OF_ABORTION', 'RESPONSIBILITY']"
Being pregnant can be very hard for some women and even lead to suicide for a woman with an unwanted pregnancy .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"This is drawn out by how few people take the position that a pregnant woman should risk likely death , rather than end a pregnancy .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"As a woman and as a physician , I believe that it has to remain the mother ' s decision about whether to end her pregnancy , or hopefully to allow her unborn child to live .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In fact , our commitment to mothering is why many of us choose to end an unsought or unhealthy pregnancy .",['CONSEQUENCES_OF_CHILDBIRTH']
"Remember , the consequences of pregnancy do not just end in childbirth .",['CONSEQUENCES_OF_CHILDBIRTH']
"As with everything , there are elements around a pregnancy that can lead to complications for the woman .",['OTHER']
Cases where complications in the pregnancy lead to significantly higher risk to the woman ’s life are more frequent than we wish they would be .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Admittedly , life-threateing pregnancies requiring abortions are rare , but of course no matter how rare they are , if you are a woman faced with a life-threatening pregnancy , it is of little or no interest to you how many or how few others are faced with the same situation .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"And no matter how rare it is that a woman ' s life may be saved by abortion , it still happens .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"In short , abortion can turn out to be a lifetime worth of burden .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Many women who have abortion in their younger years end up living the rest of their lives in perpetual guilt .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
But we must also remember the hundreds of women and teens who have lost their lives to legal but lethal abortion because they did not want to inconvenience us with their pregnancies .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"“ Fifty-five million Americans have died as a result of legalized abortion in the last four decades , ” march organizer Jeanne Monahan lamented in her opening remarks .",['FETAL/NEWBORN_RIGHTS']
More women die from legal abortion that ever did from illegal abortion .,"['ILLEGAL_ABORTIONS', 'SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']"
"Clearly , if the number of women who have lost their lives to breast cancer that developed as a consequence of a past abortion were included among maternal deaths owing to legal abortion , the death toll for mothers who choose to terminate their pregnancies would be much higher .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
There is a staggering amount of miscarriages that result because of previous abortions .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"Relatively a 3 to 4 fold increase in the chance on miscarriage among women who have had an abortion , as those who have not had an abortion .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"The Guttmacher Institute reported that half of all women having abortions every year have had at least one previous abortion , while 8.5 % of abortions reported to the Centers for Disease Control and Prevention in 2010 were undergone by women who had three or more previous abortions .",['OTHER']
""" To determine the number of abortions done to save the life of the mother , see data collected by the Centers for Medicare & Medicaid Services , U.S. Department of Health and Human Services , which show a drop in Medicaid-funded abortions by over 99 % -- from 294,600 in Fiscal Year 1977 to fewer than 1,000 in FY 1982 and subsequent years -- after the federal Medicaid program began funding only abortions to save the mother ' s life .","['FUNDING_OF_ABORTION', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"Typically , a 1982 Associated Press-NBC poll showed that 77 % agreed that abortion “ should be left to the woman and her doctor , ” and that support for abortion rights cuts across political , age , religious , income , education , race and sex differences .","['MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The same study also found that 95 % of women who received abortions "" felt it was the right decision "" a week after the procedure .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"But 90 percent of women report that the primary emotion after their abortion was relief and , even among those with mixed feelings , 80 percent still say that the choice was right for them .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Twenty-nine percent of respondents said abortion was a deal-breaker .,['OTHER']
Although there is a slowly growing revulsion with the shameful American rate of abortion -- backed by the President and his Party --- there is a weakness in the strength of our response to this abomination .,['MORAL/ETHICAL_VALUES']
"It is also at odds with the views of America ' s first feminists , all of whom opposed abortion .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The early American feminists — facing conditions similar to those in developing countries today — were strongly opposed to abortion ; despite their own struggles , they believed in the worth of all human lives .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Early feminists argued that women who had abortions were responsible for their actions but that they resorted to abortion primarily because , within families and throughout society , they lacked autonomy , financial resources and emotional support .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
By showing that the original feminists did not feel that abortion was a good thing and that they respected life greatly helps to support her purpose by showing that the ideals of abortion have only snuck their way in because abortion is the easy way out for the women who do not want to take responsibility for their actions .,"['RESPONSIBILITY', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Abortion betrays women by having us believe that we must become like men — that is , not pregnant — to achieve parity with them , professionally , socially , educationally .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In all its forms , abortion has masked — rather than solved — the problems women face .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Abortion is a failed experiment on women .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
We all fail if there are abortions .,['OTHER']
There are too many late ( after 12 weeks ) abortions .,['OTHER']
"Note only 1.5 % of abortions are after 20 weeks , of which 2 / 3rd are due to issues found with genetic testing .",['FETAL_DEFECTS/DISABILITIES']
"Only about 1 % of abortions are performed after the 20th week , according to the Guttmacher Institute , but many of those are due to severe developmental or genetic fetal abnormalities that are found by ultrasonography after 20 weeks .",['FETAL_DEFECTS/DISABILITIES']
"Until genetic testing massively improves I feel lowering the limit to 20-22 weeks will push abortions due to abnormalities into much more difficult legal territory for no clear benefit as the surrounding issues with disability ( lack of resources , social attitudes , health issues ) are nowhere near resolved .",['FETAL_DEFECTS/DISABILITIES']
The Supreme Court ruled that abortion on demand is legal for the entire nine months of pregnancy .,['OTHER']
LEGAL ABORTION < br /> < ul > < li > The 1967 Abortion Act makes abortion legal if the pregnancy is less than 24 weeks and two doctors agree that the abortion can be carried out .,['OTHER']
"P.S . I am a teenager , so I do n't have a lot of experience , but I still think abortion should be avoided until the day that it becomes illegal .",['OTHER']
If abortion is illegal than making a kid grow up without both parents should be too .,['OTHER']
"You must be a bad mom , and your kids would think differently of you if they knew about your abortion .",['OTHER']
Parents have the right to know if their child is having an abortion .,['PARENTAL_CONSENT']
"Pro : "" This legislation [ Child Interstate Abortion Notification Act ( HR 748 ) ] protects young girls from being pressured to cross state lines for a secret abortion , and it stands up for the parents ’ right to protect their daughters ’ health and well-being and give them guidance ... I think we should all be able to agree that parents need to know about a crucial matter like this .",['PARENTAL_CONSENT']
"Under current law , minors are subject to the exploitation and safety risks that often come from an overzealous interstate abortion industry .",['ABORTION_INDUSTRY']
"Today , minors , with the assistance of adults who are not their parents , are being transported across State lines to receive abortions without obtaining parental consent .",['PARENTAL_CONSENT']
""" Should parental consent be required for pregnant minors to have abortions ? """,['PARENTAL_CONSENT']
"Mandatory parental involvement laws are simply anti-abortion laws targeted at teens , obstructing exercise of the abortion right .",['PARENTAL_CONSENT']
"Such laws are bad for several reasons ; they cause girls to delay seeking medical care ; and they do not exempt girls wit h abusive , ill , absent or anti-abortion parents .",['PARENTAL_CONSENT']
"They want to introduce an anti-abortion law which will mean in many cases , women will be sentenced to death .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The citizens ' initiative tabled in parliament by the Stop Abortion coalition would also make women who have terminations liable to prison terms , though judges could waive punishment .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"You may want to concede the point that , even after limitations are established in the states , there will always be abortionists willing to break the law and exploit vulnerable women for financial gain .",['ABORTION_INDUSTRY']
Social Issues : Abortion should be limited .,['OTHER']
The right to abortion is critical to gender equality .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Denying the right to abortion can be construed from this perspective as a form of female oppression under a patriarchal system , perpetuating inequality between the sexes .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"No matter what you believe about the ethics of abortion , there is no denying the fact that abortion has become the driving force in eliminating females around the globe .","['MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In countries where abortion has been legal for years , there is no evidence that respect for life has diminished or that legal abortion leads to killing of any persons .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"The abortion rate is similar in countries where it is illegal and where it is widely available , legal and safe .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"We live in a world where “ post-birth abortion ” , the murder of newborns , is gaining popularity .",['FETAL/NEWBORN_RIGHTS']
Abortion is a lucrative business .,['ABORTION_INDUSTRY']
abortion has become a multimillion dollar industry .,['ABORTION_INDUSTRY']
Doctors make large profits from legal abortion .,['ABORTION_INDUSTRY']
"Doctors earn less for abortion than for prenatal care and childbirth , yet RTL used the word “ industry ” for abortion providers in order to make this aspect of medical practice seem dirty .",['ABORTION_INDUSTRY']
"Couple this with the abortion industry ' s consistent opposition to measures requiring more full patient disclosure , and there is good reason to wonder if they care more about profits than they do about women .",['ABORTION_INDUSTRY']
They seem far more concerned with selling abortions than with giving women an accurate understanding of what abortion actually does .,['ABORTION_INDUSTRY']
"Taken together , they reveal abortion to be a grisly business that is built on deception , plagued by cover-ups , populated by unethical characters , and largely driven by greed .","['MORAL/ETHICAL_VALUES', 'ABORTION_INDUSTRY']"
"While neither of these measures remove the scourge of abortion entirely , they continue shine the light on the atrocity and move us closer to doing so . """,['OTHER']
It ’s absolutely disgusting that you compared the genocide of these people to make abortion unjustifiable .,['FETAL/NEWBORN_RIGHTS']
Abortion is condemnable for the same reasons that slavery and genocide are .,['FETAL/NEWBORN_RIGHTS']
There is simply no way to accurately comprehend the barbarity of abortion without being exposed to the photographic evidence which so clearly demonstrates that abortion is a brutal act of violence .,['FETAL/NEWBORN_RIGHTS']
"The Bible , despite interpretations to the contrary , contains no explicit condemnation of abortion , and does not portray the killing of a fetus as equivalent to the killing of a human being .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"As I have noted , Judaism does not consider abortion to be equivalent to murder , because full personhood begins at birth , not at conception .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"In the Hindu religion , the holy text Kaushitaki Upanishad states that abortion is an equivalent misdeed to killing one ’s own parents .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"The BBC states that "" Traditional Buddhism rejects abortion because it involves the deliberate destroying of a life .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
""" Abortion is a reflection that we have not met the needs of women . ""","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"“ Abortion betrays the basic feminist principles of nonviolence , non discrimination and justice for all ” ( Foster 1 ) .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
By integrating this quote into the article the author greatly supports her purpose by giving the historical evidence that even one of the best known women ' s rights activists was against abortion .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
The author of the original Equal Rights Amendment called abortion “ the ultimate exploitation of women . ”,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
The Equal Rights Amendment ( ERA ) will be used as a legal basis for abortion and government funding of abortion under the “ equal protection of the law ” concept .,"['FUNDING_OF_ABORTION', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
One commonly cited objection to building an equality framework for abortion rights under the Court ’s existing equal protection jurisprudence is the Court ’s 1974 decision in Geduldig v . Aiello .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Additionally , a growing num­ber of justices have asserted equality arguments for the abortion right inde­pendently based on the Equal Protection Clause .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Adding claims on the Equal Protection Clause to the due process basis for abortion rights can strengthen the case for those rights in constitutional politics as well as constitutional law .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"1 But in the four decades since Roe , the U.S. Supreme Court has come to recognize the abortion right as an equality right as well as a liberty right .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Roe v . Wade , the Supreme Court case that declared abortion a constitutional right , was decided in January 1973 .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The landmark abortion case Roe v . Wade , decided on Jan. 22 , 1973 in favor of abortion rights , remains the law of the land .",['OTHER']
"In 1973 , the U.S. Supreme Court declared abortion a “ fundamental right ” in Roe v . Wade .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In fact , abortion prior to Roe v . Wade was outlawed without legally defining the unborn as persons .",['FETAL/NEWBORN_RIGHTS']
"In Roe v . Wade , the Court decided that unborn babies were not legal persons .",['FETAL/NEWBORN_RIGHTS']
"The majority opinion in Roe v . Wade states that "" the word ' person , ' as used in the Fourteenth Amendment [ of the US Constitution ] , does not include the unborn .",['FETAL/NEWBORN_RIGHTS']
""" The Supreme Court overreached in Roe v . Wade when it excluded unborn children from the class of "" persons .",['FETAL/NEWBORN_RIGHTS']
"The landmark decision Roe v Wade relied on the 14th Amendment , which guarantees that federal rights shall be applied equally to all persons born in the United States .",['FETAL/NEWBORN_RIGHTS']
"In Roe v Wade , the Court decided that the state has an "" important and legitimate interest in protecting the potentiality of human life "" from the point of viability on , but that prior to viability , the woman ' s fundamental rights are more compelling than that of the state .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
""" CNN senior legal analyst Jeffrey Toobin , JD , stated that Roe v . Wade was "" a landmark of what is , in the truest sense , women ’s liberation .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Source : CBS News , "" Transcript of the 2015 GOP Debate ( 9pm ) , Aug. 7 , 2015 [ Editor ' s Note : In addition to the above Con statement , Marco Rubio also made the following CON statement on his campaign website page "" Protecting Life at Every Stage , "" available at marcorubio.com : "" I believe that Roe v . Wade was not only morally wrong , but it was a poorly decided legal precedent and should be overturned .","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES']"
"Source : Ted Cruz , "" Sen . Cruz Statement on 40th Anniversary of Roe v . Wade , "" cruz.senate.gov , Jan. 22 , 2013 [ Editor ' s Note : In addition to the above CON statement , Ted Cruz also made the following CON statement , as quoted in an Oct. 31 , 2012 Houston Chronicle article , "" Ted Cruz Says Questions about Mourdock Rape Comment Are ' An Unfortunate Distraction from the Issues that Matter , ' "" available at blog.chron.com : "" I think that every human life is a precious gift from God and should be protected in law from conception until natural death . "" ]","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES']"
The Centers for Disease Control and Prevention have received reports of the deaths of 439 women from induced abortion since Roe v . Wade ; the latest year reported is 2006 .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"In fact , hundreds of women have died from abortion since Roe v . Wade according to the Centers for Disease Control and Prevention , and this is likely only a fraction of the actual number in light of the fact that several states ( including , significantly , California ) have failed to report abortion data for many years and in light of the latitude given to doctors in reporting causes of death ( e.g. , "" hemorrhage "" rather than "" induced abortion . "" )",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"Over 20 cases have addressed abortion law in the United States , all of which upheld Roe v . Wade .",['OTHER']
"My conclusion is that Roe v . Wade must be overturned , and my fundamental reason for this is not only because of what abortion is but because we all know what abortion is .",['OTHER']
"In any case , in actual fact , British and American law never did treat abortion as murder , and even if Roe v . Wade is overturned , it is unlikely that any state will .",['FETAL/NEWBORN_RIGHTS']
"Forty-two years after the Roe v . Wade decision legalizing abortion , many within the pro-life movement focus on the undeniable humanity of each unborn child , clearly visible through the millions of sonograms obtained by proud parents each year .",['FETAL/NEWBORN_RIGHTS']
"Once we accepted the federalization of abortion law under the 1973 Roe v . Wade decision , we lost the ability to apply local community standards to ethical issues .",['MORAL/ETHICAL_VALUES']
Today we stand in solidarity with women coerced into abortion because they felt they had no choice .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"We stand in solidarity with women who have been betrayed by those they count on the most , with women who have underestimated their own strength , with women who have experienced abortion and are silent no more , with young men and women who mourn their missing siblings .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
We mourn with men who were n’t given a choice or who contributed to an abortion that they now regret .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
They describe how abortion was far from being a choice .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Only 46 percent said they favored making abortions more difficult .,['OTHER']
In the high-intensity subsample — those who said it was “ very important ” that a candidate share their abortion views — the percentage who said abortion should n’t be permitted rose 12 points .,['OTHER']
We do not fear abortion supporters as they are weak and there are few of them .,['OTHER']
You should be against abortion because you exist .,['OTHER']
"Also , if you believe abortion is wrong , stick with your gut .",['OTHER']
"That being said , if you are considering an abortion , think about the life that you are ending .",['FETAL/NEWBORN_RIGHTS']
Abortion is not the answer — no matter what anyone is telling you .,['OTHER']
"In Case 2 , where the fetus is a person and you do n't know that , abortion is manslaughter .",['FETAL/NEWBORN_RIGHTS']
"In Case 1 , where the fetus is a person and you know that , abortion is murder .",['FETAL/NEWBORN_RIGHTS']
"Only in Case 4 is abortion a reasonable , permissible , and responsible choice .",['OTHER']
"When presented with the three options , motherhood , adoption or abortion in a factual manner , many women would choose life for their baby , not death .","['FETAL/NEWBORN_RIGHTS', 'ADOPTION']"
"The choice — the only actual choice , in the world as it really is — is between safe , legal abortion and dangerous , illegal abortion .","['ILLEGAL_ABORTIONS', 'SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']"
Some pro-choice advocates argue that it should be illegal for governments to regulate abortion any more than other medical practices .,['OTHER']
"Whether or not you think abortion should be allowed , it can not be disputed that a doctor is harming a living organism .",['FETAL/NEWBORN_RIGHTS']
"As Doctor C. Everett Koop , the pediatrician and former Surgeon General has pointed out , the majority of partial birth abortions are not required by medical emergency .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Others caution against unnecessary use of fetal anesthetic during abortion , as it poses potential health risks to the pregnant woman .",['FETAL/NEWBORN_RIGHTS']
"In a 1997 letter to the British Medical Journal , April 1997 , she noted that the majority of surgical abortions in Britain were performed under general anesthesia which affects the fetus , and considers the discussion "" to be unhelpful to women and to the scientific debate . """,['FETAL/NEWBORN_RIGHTS']
"However , legislation was proposed by anti-abortion advocates that would require abortion providers to tell a woman that the fetus may feel pain during an abortion procedure .",['FETAL/NEWBORN_RIGHTS']
"If you become a person when you can feel pain , then it makes sense to oppose abortion after a fetus can feel pain .",['FETAL/NEWBORN_RIGHTS']
""" Fetuses are incapable of feeling pain when most abortions are performed .",['FETAL/NEWBORN_RIGHTS']
""" Fetuses feel pain during the abortion procedure .",['FETAL/NEWBORN_RIGHTS']
Significant pain is often involved in the abortion procedure .,['OTHER']
"Pain is relative , but many women do find abortion to be physically painful .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"Whether or not abortion is painful for the child being aborted , the end result is the same .",['FETAL/NEWBORN_RIGHTS']
"With the central nervous system already developed , the baby is capable to feeling intense pain when it is killed in abortion .",['FETAL/NEWBORN_RIGHTS']
"Neuroscientists argue that because a cortex is critical for feeling pain , and the cortex is not yet functional when most abortions are performed , the fetus does not feel any pain .",['FETAL/NEWBORN_RIGHTS']
"In talking about the question of fetal pain , we must remember that it ultimately has no bearing on the morality of abortion .","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES']"
"Despite its complete lack of veracity , this myth remains a powerful one , and in several US states legislation dictates that doctors can be fined for not warning women that the foetus might experience pain , despite the scientific advice suggesting “ proposals to inform women seeking abortions of the potential for pain in foetuses are not supported by evidence .",['FETAL/NEWBORN_RIGHTS']
"This finding was endorsed in 2012 by the American College of Obstetricians and Gynecologists , which stated that that there is "" no legitimate scientific information that supports the statement that a fetus experiences pain .",['FETAL/NEWBORN_RIGHTS']
"If the fetus developed the sense of pain , than it is a shame .",['FETAL/NEWBORN_RIGHTS']
""" According to Kanwaljeet J . S. Anand , MBBS , DPhil , Professor of Pediatrics , Anesthesiology and Neurobiology at the University of Tennessee Health Science Center , "" If the fetus is beyond 20 weeks of gestation , I would assume that there will be pain caused to the fetus .",['FETAL/NEWBORN_RIGHTS']
Page 20 of the report definitively states that the fetus can not feel pain prior to week 24 .,['FETAL/NEWBORN_RIGHTS']
A 2005 multidisciplinary systematic review in JAMA in the area of fetal development found that a fetus is unlikely to feel pain until after the sixth month of pregnancy .,['FETAL/NEWBORN_RIGHTS']
"Other researchers such as Anand and Fisk have challenged the idea that pain can not be felt before 26 weeks , positing instead that pain can be felt at around 20 weeks .",['FETAL/NEWBORN_RIGHTS']
"This is reflected in the Royal College of Obstetricians and Gynaecologists ’s report on foetal pain , which concludes “ ... existing data suggests that cortical processing and therefore foetal perception of pain can not occur before 24 weeks of gestation ” .",['FETAL/NEWBORN_RIGHTS']
"Maureen Condic , PhD , Associate Professor of Neurobiology and Anatomy and Adjunct Associate Professor of Pediatrics at the University of Utah School of Medicine , explains that the "" most primitive response to pain , the spinal reflex , "" is developed by eight weeks gestation , and adds that "" There is universal agreement that pain is detected by the fetus in the first trimester .",['FETAL/NEWBORN_RIGHTS']
The neuroanatomical apparatus required for pain and sensation is not complete until about 26 weeks into pregnancy .,['FETAL/NEWBORN_RIGHTS']
As soon as you start to cut up that baby he feels the most ultimate pain that he will ever experience .,['FETAL/NEWBORN_RIGHTS']
"Not only has the biological development not yet occurred to support pain experience , but the environment after birth , so necessary to the development of pain experience , is also yet to occur .",['FETAL/NEWBORN_RIGHTS']
A foetus in the early stages of development lacks the developed nervous system and brain to feel pain or even be aware of their surroundings .,['FETAL/NEWBORN_RIGHTS']
"It is not necessary to be able to draw a sharp line to conclude that an embryo that has not developed a brain or nervous system is not a person , but a 24-week fetus that would survive if born is a person .",['FETAL/NEWBORN_RIGHTS']
"Since I ’m of the notion that “ I think , therefore I am , ” I feel there ’s a serious case to be made that fetuses with intermittent or sustained cortical function ( at 20 or 22 weeks ’ gestation , 2-4 weeks prior to the current general bar for viability ) are in fact “ people . ”",['FETAL/NEWBORN_RIGHTS']
"The "" fetus "" also has a say so in his / her life .",['FETAL/NEWBORN_RIGHTS']
Just think about how do you truly know that s it s not alive yet because it s a fetus ?,['FETAL/NEWBORN_RIGHTS']
"In Case 3 , the fetus is n't a person , but you do n't know that .",['FETAL/NEWBORN_RIGHTS']
"But note : What makes Case 4 permissible is not merely the fact that the fetus is not a person but also your knowledge that it is not , your overcoming of skepticism .",['FETAL/NEWBORN_RIGHTS']
"Some reject the argument on grounds relating to personal identity , holding that the fetus is not the same entity as the adult into which it will develop , and thus that the fetus does not have a "" future like ours "" in the required sense .",['FETAL/NEWBORN_RIGHTS']
"Finally , the argument admits that the fetus is a person who , by the argument ’s own logic , has a right to bodily autonomy .",['FETAL/NEWBORN_RIGHTS']
"For example , it is argued that the fetus is the woman ' s child as opposed to a mere stranger ; that abortion kills the fetus rather than merely letting it die ; and that in the case of pregnancy arising from voluntary intercourse , the woman has either tacitly consented to the fetus using her body , or has a duty to allow it to use her body since she herself is responsible for its need to use her body .",['FETAL/NEWBORN_RIGHTS']
"Warren concludes that as the fetus satisfies only one criterion , consciousness ( and this only after it becomes susceptible to pain ) , the fetus is not a person and abortion is therefore morally permissible .","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES']"
"Warren concedes that infants are not "" persons "" by her proposed criteria , and on that basis she and others , including the moral philosopher Peter Singer , conclude that infanticide could be morally acceptable under some circumstances ( for example if the infant is severely disabled or in order to save the lives of several other infants ) .",['FETAL/NEWBORN_RIGHTS']
Abandoning this infant to die would simply never be tolerated .,['FETAL/NEWBORN_RIGHTS']
It is immoral to kill an unborn child for convenience .,['FETAL/NEWBORN_RIGHTS']
"And of course many people would say , based on philosophical arguments , that before a certain stage of development , an unborn child is not a person and therefore can not be "" murdered .",['FETAL/NEWBORN_RIGHTS']
"Clearly , if the unborn are human , like toddlers , we should n’t kill them in the name of choice anymore than we would a toddler .",['FETAL/NEWBORN_RIGHTS']
"However , there is no moral difference between killing unborn babies in the first trimester and newborn babies .",['FETAL/NEWBORN_RIGHTS']
"If you believe an unborn baby is only "" potential life "" or a "" group of cells , "" then you do not believe you are killing a human being when you abort and might have no qualms of conscience about it .",['FETAL/NEWBORN_RIGHTS']
"Life begins at conception , so unborn babies are human beings with a right to life .",['FETAL/NEWBORN_RIGHTS']
Unborn babies are considered human beings by the US government .,['FETAL/NEWBORN_RIGHTS']
"Scientifically , we know that from the earliest stages of development , the unborn are distinct , living , and whole human beings .",['FETAL/NEWBORN_RIGHTS']
Notice the number of statements about the belief that the unborn is not a human person : zero .,['FETAL/NEWBORN_RIGHTS']
"We must pass a “ human life amendment ” to the Constitution , declaring the unborn to be full persons from the moment of conception .",['FETAL/NEWBORN_RIGHTS']
This bill would extend the Constitutional protection of life to the unborn from the time of conception .,['FETAL/NEWBORN_RIGHTS']
